0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399
0.25,0.25968749999999996,0.26884375,0.28040624999999997,0.2891875,0.29765625000000007,0.30084375,0.30921875000000004,0.31696875,0.32650000000000007,0.33334374999999994,0.34224999999999994,0.35184374999999996,0.36115625000000007,0.3694375,0.3815625,0.39328124999999997,0.40103125000000006,0.409625,0.41968750000000005,0.426,0.4364375,0.43909374999999995,0.44928125,0.45734375,0.4640000000000001,0.47084374999999995,0.476125,0.47671875,0.48109375,0.48243749999999996,0.48674999999999996,0.487625,0.49406250000000007,0.49731249999999994,0.50225,0.504125,0.5086875,0.5120937499999999,0.514375,0.5191875,0.521625,0.5255625,0.529875,0.5291250000000001,0.5346249999999999,0.538875,0.54321875,0.54534375,0.54984375,0.5558125,0.55828125,0.5647187500000002,0.5706249999999999,0.5720625,0.5721875,0.5763125,0.5777187500000001,0.57890625,0.5803750000000001,0.5824375,0.5853750000000001,0.5865625,0.58503125,0.58946875,0.590625,0.5941875,0.5958437500000001,0.5983750000000001,0.5998749999999998,0.60265625,0.6058125000000001,0.61153125,0.61328125,0.6195625,0.62209375,0.6275625,0.6308437500000001,0.6315624999999999,0.63221875,0.634125,0.6364999999999998,0.63721875,0.63875,0.6406562499999998,0.6419999999999998,0.6445937500000001,0.6474374999999999,0.6480312500000001,0.6519999999999999,0.655,0.65771875,0.6591250000000001,0.66128125,0.6609375,0.6619999999999999,0.6635,0.6653125000000001,0.66571875,0.6674374999999999,0.6680937499999999,0.6697812499999999,0.6695,0.6719687499999999,0.6740000000000002,0.67521875,0.6767812499999998,0.6795312499999999,0.682125,0.6832499999999999,0.68559375,0.6890000000000001,0.6912499999999999,0.6936874999999999,0.6971562500000001,0.6980625,0.70003125,0.70271875,0.7019062499999997,0.7034062499999999,0.70559375,0.7078125,0.709875,0.7126875,0.7147812499999999,0.7156562500000001,0.71771875,0.72,0.7231249999999999,0.7249375,0.7269374999999998,0.72725,0.72984375,0.73090625,0.7326562500000001,0.736625,0.73934375,0.74425,0.74675,0.7506875,0.7529999999999999,0.75496875,0.7581874999999999,0.76146875,0.7655,0.7673125000000001,0.7691250000000001,0.7710312500000001,0.7725312499999999,0.7728125000000001,0.77478125,0.77653125,0.77746875,0.77909375,0.7811562499999999,0.7794375,0.7827499999999998,0.7841250000000002,0.7848437500000001,0.78628125,0.7870625000000001,0.7895,0.79115625,0.79303125,0.79675,0.7979687499999999,0.7979375000000001,0.79840625,0.79953125,0.8018125000000002,0.8022500000000001,0.8034062499999999,0.8041250000000002,0.8060312499999999,0.8069374999999999,0.80903125,0.8112187499999999,0.812625,0.81375,0.8147812499999999,0.81646875,0.8192499999999999,0.8202500000000003,0.8205312499999999,0.8215312499999999,0.8222187500000002,0.8244999999999999,0.82565625,0.8265625,0.8273125,0.8281562500000001,0.8291562499999998,0.8309374999999999,0.8318124999999998,0.8333124999999999,0.83415625,0.835375,0.8360625,0.8361875,0.8370624999999998,0.8376249999999997,0.8381562499999999,0.83921875,0.84071875,0.8420937500000001,0.8425624999999999,0.8428437500000001,0.8445625,0.8453125,0.8456250000000001,0.8462812499999999,0.8467499999999999,0.8473749999999999,0.8479999999999999,0.8495624999999999,0.8499375,0.8497187500000001,0.8500312500000001,0.8504687499999999,0.8506562500000001,0.8520937499999999,0.8520312500000001,0.8528437500000001,0.8531875000000001,0.8529375,0.8531875,0.8538125000000001,0.8544062499999999,0.8548437499999999,0.85478125,0.8547499999999999,0.85565625,0.85578125,0.8566874999999999,0.8573124999999999,0.8575937499999998,0.8575312499999999,0.85759375,0.8575000000000002,0.8585312499999999,0.8589375,0.8589374999999999,0.8595,0.8594062500000001,0.8596874999999999,0.8604062500000002,0.8608437500000001,0.8611875,0.8619375000000001,0.86303125,0.8633125000000001,0.86425,0.86403125,0.86521875,0.86540625,0.865375,0.86603125,0.8660937500000001,0.8662812499999998,0.86659375,0.8678437499999999,0.8684687499999997,0.86890625,0.8690625000000001,0.8691875000000001,0.8700625000000001,0.8702499999999999,0.8710000000000001,0.8716250000000001,0.87240625,0.8728437500000001,0.87346875,0.8739062499999999,0.8737812500000001,0.8748437500000001,0.8751249999999999,0.8760625,0.8767812500000002,0.877125,0.877125,0.87771875,0.8674687499999999,0.8779374999999998,0.8792187499999997,0.8801562499999998,0.8819375,0.882375,0.8832187499999999,0.8839375,0.88440625,0.8852187499999999,0.8865000000000001,0.8873125,0.8896875,0.8923124999999998,0.8952499999999999,0.8974375,0.8979687500000001,0.8994375,0.90015625,0.9012187500000002,0.90184375,0.9020937499999999,0.9025937500000001,0.90309375,0.9039687500000001,0.90446875,0.9053437499999998,0.9063437499999999,0.9070625,0.9075312500000001,0.9075000000000001,0.90803125,0.9080625000000001,0.9086562500000002,0.9097500000000002,0.91003125,0.91009375,0.9106875000000001,0.9109687500000001,0.9114374999999999,0.91209375,0.9123749999999999,0.9129687499999999,0.913625,0.9137187499999999,0.9140312499999999,0.914375,0.8994687499999999,0.9158437500000002,0.91671875,0.9168125,0.9175000000000002,0.91784375,0.9183125000000001,0.9185312499999998,0.9189999999999999,0.91928125,0.9200625000000002,0.9200624999999999,0.92028125,0.9210625,0.922,0.922,0.9220624999999998,0.9222187500000001,0.9227187500000003,0.9230937500000002,0.9239062499999999,0.92471875,0.9252499999999999,0.9262499999999999,0.9271875000000002,0.9274687500000001,0.9280312500000001,0.9287500000000002,0.9291562499999999,0.9298750000000002,0.93065625,0.930875,0.931625,0.9317187500000002,0.9322812500000003,0.93284375,0.9334374999999999,0.9338437500000001,0.9343124999999999,0.9346250000000002,0.93521875,0.93571875,0.9366875,0.937,0.9378125,0.9383437500000001,0.9389375,0.93978125,0.9403750000000001,0.9411250000000001,0.9414999999999999,0.94259375,0.9428750000000001,0.943375,0.9437499999999999,0.94425,0.9445000000000002,0.945625,0.9464375,0.94690625,0.9474687500000002,0.94834375,0.9489999999999998,0.9495624999999999,0.9500937500000003,0.95096875,0.9518749999999999,0.95253125,0.9532187499999998,0.95375,0.9545625,0.9553749999999999
