50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450
0.44,0.4083333333333333,0.3928571428571429,0.4125,0.36666666666666664,0.355,0.35454545454545455,0.375,0.35,0.33214285714285713,0.3466666666666667,0.325,0.3235294117647059,0.33611111111111114,0.32894736842105265,0.345,0.32857142857142857,0.31363636363636366,0.3152173913043478,0.32916666666666666,0.34199999999999997,0.3326923076923077,0.3388888888888889,0.3375,0.3482758620689655,0.3383333333333334,0.3258064516129032,0.325,0.3287878787878788,0.32794117647058824,0.33285714285714285,0.32499999999999996,0.3418918918918919,0.34342105263157896,0.3333333333333333,0.3375,0.33048780487804874,0.31666666666666665,0.3267441860465116,0.34204545454545454,0.3277777777777778
