50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450
92.0,105.2,113.2,135.6,155.2,139.6,156.8,172.4,179.2,189.6,206.0,208.4,219.2,237.6,254.8,268.4,275.2,280.8,287.6,316.4,343.2,346.4,363.2,374.8,404.8,396.4,397.2,414.8,435.2,438.0,458.0,456.8,495.2,514.4,516.0,517.2,547.6,538.0,558.0,584.4,583.2
