50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450
110.0,114.0,140.0,144.0,154.0,166.0,182.0,194.0,230.0,230.0,262.0,258.0,272.0,272.0,304.0,320.0,338.0,368.0,386.0,396.0,422.0,416.0,452.0,476.0,472.0,478.0,508.0,510.0,542.0,550.0,572.0,576.0,606.0,634.0,620.0,660.0,650.0,676.0,676.0,702.0,754.0
