50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450
88.0,98.0,110.0,132.0,132.0,142.0,156.0,180.0,182.0,186.0,208.0,208.0,220.0,242.0,250.0,276.0,276.0,276.0,290.0,316.0,342.0,346.0,366.0,378.0,404.0,406.0,404.0,416.0,434.0,446.0,466.0,468.0,506.0,522.0,520.0,540.0,542.0,532.0,562.0,602.0,590.0
